X,Y,V
46,18,3.0
47,18,4.0
48,18,3.0
49,18,1.0
50,18,2.0
51,18,2.0
52,18,3.0
53,18,3.0
54,18,2.0
55,18,1.0
56,18,1.0
57,18,3.0
58,18,3.0
59,18,2.0
60,18,2.0
61,18,0.0
62,18,0.0
63,18,0.0
64,18,0.0
65,18,0.0
66,18,1.0
67,18,0.0
68,18,0.0
69,18,1.0
70,18,1.0
71,18,3.0
72,18,3.0
73,18,2.0
74,18,3.0
75,18,4.0
76,18,3.0
77,18,3.0
78,18,3.0
79,18,2.0
80,18,3.0
81,18,3.0
82,18,3.0
83,18,3.0
84,18,3.0
85,18,4.0
86,18,4.0
87,18,4.0
88,18,4.0
89,18,2.0
90,18,3.0
91,18,4.0
92,18,3.0
93,18,3.0
94,18,3.0
95,18,1.0
96,18,1.0
97,18,0.0
98,18,1.0
99,18,1.0
100,18,2.0
1,19,0.0
2,19,1.0
3,19,0.0
4,19,0.0
5,19,0.0
6,19,0.0
7,19,0.0
8,19,2.0
9,19,1.0
10,19,1.0
11,19,1.0
12,19,0.0
13,19,0.0
14,19,0.0
15,19,1.0
16,19,0.0
17,19,2.0
18,19,2.0
19,19,2.0
20,19,4.0
21,19,4.0
22,19,4.0
23,19,4.0
24,19,4.0
25,19,4.0
26,19,4.0
27,19,3.0
28,19,2.0
29,19,1.0
30,19,0.0
31,19,3.0
32,19,4.0
33,19,2.0
34,19,4.0
35,19,4.0
36,19,4.0
37,19,4.0
38,19,4.0
39,19,4.0
40,19,4.0
41,19,4.0
42,19,4.0
43,19,4.0
44,19,4.0
45,19,3.0
46,19,3.0
47,19,3.0
48,19,3.0
49,19,2.0
50,19,3.0
51,19,2.0
52,19,3.0
53,19,3.0
54,19,3.0
55,19,3.0
56,19,4.0
57,19,4.0
58,19,3.0
59,19,2.0
60,19,1.0
61,19,0.0
62,19,0.0
63,19,0.0
64,19,0.0
65,19,1.0
66,19,0.0
67,19,0.0
68,19,0.0
69,19,2.0
70,19,1.0
71,19,1.0
72,19,3.0
73,19,3.0
74,19,3.0
75,19,4.0
76,19,4.0
77,19,3.0
78,19,3.0
79,19,3.0
80,19,3.0
81,19,2.0
82,19,3.0
83,19,4.0
84,19,4.0
85,19,4.0
86,19,4.0
87,19,4.0
88,19,4.0
89,19,3.0
90,19,3.0
91,19,2.0
92,19,3.0
93,19,2.0
94,19,3.0
95,19,1.0
96,19,1.0
97,19,1.0
98,19,1.0
99,19,1.0
100,19,2.0
1,20,2.0
2,20,0.0
3,20,1.0
4,20,1.0
5,20,0.0
6,20,0.0
7,20,1.0
8,20,1.0
9,20,1.0
10,20,1.0
11,20,1.0
12,20,1.0
13,20,0.0
14,20,1.0
15,20,1.0
16,20,0.0
17,20,1.0
18,20,1.0
19,20,3.0
20,20,4.0
21,20,4.0
22,20,4.0
23,20,4.0
24,20,4.0
25,20,4.0
26,20,4.0
27,20,1.0
28,20,2.0
29,20,1.0
30,20,0.0
31,20,1.0
32,20,2.0
33,20,1.0
34,20,4.0
35,20,4.0
36,20,4.0
37,20,4.0
38,20,4.0
39,20,4.0
40,20,4.0
41,20,4.0
42,20,4.0
43,20,4.0
44,20,4.0
45,20,4.0
46,20,0.0
47,20,3.0
48,20,3.0
49,20,3.0
50,20,2.0
51,20,2.0
52,20,3.0
53,20,4.0
54,20,3.0
55,20,4.0
56,20,3.0
57,20,4.0
58,20,3.0
59,20,3.0
60,20,1.0
61,20,0.0
62,20,0.0
63,20,0.0
64,20,0.0
65,20,1.0
66,20,1.0
67,20,2.0
68,20,1.0
69,20,1.0
70,20,2.0
71,20,2.0
72,20,2.0
73,20,4.0
74,20,4.0
75,20,3.0
76,20,4.0
77,20,4.0
78,20,4.0
79,20,3.0
80,20,3.0
81,20,3.0
82,20,3.0
83,20,2.0
84,20,3.0
85,20,3.0
86,20,4.0
87,20,4.0
88,20,3.0
89,20,3.0
90,20,3.0
91,20,3.0
92,20,3.0
93,20,3.0
94,20,3.0
95,20,1.0
96,20,0.0
97,20,1.0
98,20,1.0
99,20,1.0
100,20,1.0
1,21,1.0
2,21,0.0
3,21,0.0
4,21,0.0
5,21,1.0
6,21,0.0
7,21,1.0
8,21,0.0
9,21,0.0
10,21,1.0
11,21,2.0
12,21,0.0
13,21,0.0
14,21,1.0
15,21,2.0
16,21,1.0
17,21,2.0
18,21,3.0
19,21,4.0
20,21,4.0
21,21,4.0
22,21,4.0
23,21,4.0
24,21,4.0
25,21,4.0
26,21,3.0
27,21,1.0
28,21,1.0
29,21,0.0
30,21,1.0
31,21,0.0
32,21,2.0
33,21,1.0
34,21,1.0
35,21,3.0
36,21,4.0
37,21,4.0
38,21,4.0
39,21,4.0
40,21,4.0
41,21,4.0
42,21,4.0
43,21,4.0
44,21,4.0
45,21,4.0
46,21,4.0
47,21,4.0
48,21,4.0
49,21,3.0
50,21,3.0
51,21,3.0
52,21,3.0
53,21,3.0
54,21,3.0
55,21,3.0
56,21,3.0
57,21,4.0
58,21,4.0
59,21,4.0
60,21,3.0
61,21,1.0
62,21,0.0
63,21,1.0
64,21,2.0
65,21,2.0
66,21,2.0
67,21,3.0
68,21,3.0
69,21,2.0
70,21,2.0
71,21,2.0
72,21,2.0
73,21,3.0
74,21,3.0
75,21,3.0
76,21,3.0
77,21,4.0
78,21,3.0
79,21,3.0
80,21,3.0
81,21,2.0
82,21,3.0
83,21,2.0
84,21,3.0
85,21,3.0
86,21,3.0
87,21,3.0
88,21,3.0
89,21,3.0
90,21,3.0
91,21,3.0
92,21,3.0
93,21,3.0
94,21,2.0
95,21,1.0
96,21,1.0
97,21,2.0
98,21,1.0
99,21,2.0
100,21,2.0
1,22,1.0
2,22,1.0
3,22,1.0
4,22,1.0
5,22,2.0
6,22,2.0
7,22,1.0
8,22,0.0
9,22,0.0
10,22,1.0
11,22,1.0
12,22,1.0
13,22,1.0
14,22,3.0
15,22,2.0
16,22,2.0
17,22,3.0
18,22,3.0
19,22,4.0
20,22,4.0
21,22,4.0
22,22,4.0
23,22,4.0
24,22,4.0
25,22,4.0
26,22,3.0
27,22,1.0
28,22,0.0
29,22,0.0
30,22,1.0
31,22,1.0
32,22,1.0
33,22,2.0
34,22,1.0
35,22,3.0
36,22,1.0
37,22,1.0
38,22,4.0
39,22,4.0
40,22,4.0
41,22,4.0
42,22,4.0
43,22,4.0
44,22,4.0
45,22,4.0
46,22,4.0
47,22,4.0
48,22,4.0
49,22,4.0
50,22,4.0
51,22,0.0
52,22,3.0
53,22,3.0
54,22,3.0
55,22,3.0
56,22,4.0
57,22,4.0
58,22,4.0
59,22,4.0
60,22,3.0
61,22,2.0
62,22,3.0
63,22,1.0
64,22,2.0
65,22,2.0
66,22,3.0
67,22,3.0
68,22,1.0
69,22,2.0
70,22,2.0
71,22,3.0
72,22,3.0
73,22,1.0
74,22,1.0
75,22,2.0
76,22,3.0
77,22,3.0
78,22,2.0
79,22,3.0
80,22,3.0
81,22,3.0
82,22,3.0
83,22,3.0
84,22,3.0
85,22,3.0
86,22,3.0
87,22,4.0
88,22,3.0
89,22,4.0
90,22,4.0
91,22,3.0
92,22,3.0
93,22,3.0
94,22,2.0
95,22,1.0
96,22,0.0
97,22,2.0
98,22,0.0
99,22,1.0
100,22,2.0
1,23,3.0
2,23,3.0
3,23,2.0
4,23,1.0
5,23,2.0
6,23,0.0
7,23,1.0
8,23,0.0
9,23,0.0
10,23,0.0
11,23,0.0
12,23,2.0
13,23,3.0
14,23,2.0
15,23,2.0
16,23,3.0
17,23,3.0
18,23,4.0
19,23,4.0
20,23,4.0
21,23,4.0
22,23,4.0
23,23,4.0
24,23,4.0
25,23,4.0
26,23,2.0
27,23,1.0
28,23,2.0
29,23,2.0
30,23,2.0
31,23,2.0
32,23,1.0
33,23,2.0
34,23,2.0
35,23,1.0
36,23,0.0
37,23,0.0
38,23,0.0
39,23,1.0
40,23,2.0
41,23,4.0
42,23,4.0
43,23,4.0
44,23,4.0
45,23,4.0
46,23,4.0
47,23,4.0
48,23,4.0
49,23,4.0
50,23,4.0
51,23,4.0
52,23,4.0
53,23,0.0
54,23,3.0
55,23,3.0
56,23,3.0
57,23,4.0
58,23,4.0
59,23,4.0
60,23,3.0
61,23,3.0
62,23,3.0
63,23,3.0
64,23,2.0
65,23,2.0
66,23,3.0
67,23,3.0
68,23,3.0
69,23,2.0
70,23,2.0
71,23,3.0
72,23,3.0
73,23,2.0
74,23,3.0
75,23,3.0
76,23,3.0
77,23,4.0
78,23,3.0
79,23,2.0
80,23,3.0
81,23,3.0
82,23,4.0
83,23,3.0
84,23,3.0
85,23,3.0
86,23,4.0
87,23,3.0
88,23,3.0
89,23,3.0
90,23,4.0
91,23,4.0
92,23,3.0
93,23,2.0
94,23,1.0
95,23,1.0
96,23,1.0
97,23,1.0
98,23,1.0
99,23,1.0
100,23,1.0
1,24,3.0
2,24,3.0
3,24,3.0
4,24,2.0
5,24,2.0
6,24,0.0
7,24,0.0
8,24,0.0
9,24,0.0
10,24,0.0
11,24,0.0
12,24,0.0
13,24,2.0
14,24,2.0
15,24,2.0
16,24,3.0
17,24,2.0
18,24,4.0
19,24,4.0
20,24,4.0
21,24,4.0
22,24,4.0
23,24,4.0
24,24,4.0
25,24,3.0
26,24,3.0
27,24,1.0
28,24,1.0
29,24,2.0
30,24,2.0
31,24,1.0
32,24,1.0
33,24,2.0
34,24,1.0
35,24,0.0
36,24,0.0
37,24,0.0
38,24,0.0
39,24,1.0
40,24,1.0
41,24,0.0
42,24,3.0
43,24,4.0
44,24,4.0
45,24,4.0
46,24,4.0
47,24,4.0
48,24,4.0
49,24,4.0
50,24,4.0
51,24,4.0
52,24,4.0
53,24,4.0
54,24,4.0
55,24,2.0
56,24,4.0
57,24,4.0
58,24,4.0
59,24,4.0
60,24,3.0
61,24,2.0
62,24,3.0
63,24,3.0
64,24,3.0
65,24,3.0
66,24,2.0
67,24,3.0
68,24,2.0
69,24,2.0
70,24,3.0
71,24,3.0
72,24,3.0
73,24,2.0
74,24,3.0
75,24,4.0
76,24,3.0
77,24,3.0
78,24,3.0
79,24,2.0
80,24,3.0
81,24,4.0
82,24,3.0
83,24,4.0
84,24,4.0
85,24,4.0
86,24,3.0
87,24,3.0
88,24,3.0
89,24,3.0
90,24,3.0
91,24,3.0
92,24,1.0
93,24,2.0
94,24,2.0
95,24,2.0
96,24,1.0
97,24,0.0
98,24,0.0
99,24,0.0
100,24,0.0
1,25,2.0
2,25,3.0
3,25,3.0
4,25,2.0
5,25,1.0
6,25,0.0
7,25,0.0
8,25,0.0
9,25,0.0
10,25,0.0
11,25,0.0
12,25,0.0
13,25,1.0
14,25,1.0
15,25,3.0
16,25,4.0
17,25,3.0
18,25,4.0
19,25,4.0
20,25,4.0
21,25,4.0
22,25,4.0
23,25,4.0
24,25,4.0
25,25,4.0
26,25,2.0
27,25,2.0
28,25,2.0
29,25,2.0
30,25,1.0
31,25,1.0
32,25,0.0
33,25,0.0
34,25,0.0
35,25,0.0
36,25,0.0
37,25,0.0
38,25,0.0
39,25,0.0
40,25,0.0
41,25,1.0
42,25,2.0
43,25,0.0
44,25,2.0
45,25,2.0
46,25,4.0
47,25,4.0
48,25,4.0
49,25,4.0
50,25,4.0
51,25,4.0
52,25,4.0
53,25,4.0
54,25,4.0
55,25,4.0
56,25,4.0
57,25,4.0
58,25,3.0
59,25,3.0
60,25,3.0
61,25,3.0
62,25,3.0
63,25,2.0
64,25,2.0
65,25,3.0
66,25,3.0
67,25,3.0
68,25,3.0
69,25,3.0
70,25,2.0
71,25,3.0
72,25,2.0
73,25,2.0
74,25,3.0
75,25,4.0
76,25,3.0
77,25,1.0
78,25,2.0
79,25,1.0
80,25,3.0
81,25,3.0
82,25,3.0
83,25,3.0
84,25,4.0
85,25,3.0
86,25,3.0
87,25,3.0
88,25,3.0
89,25,3.0
90,25,2.0
91,25,2.0
92,25,2.0
93,25,3.0
94,25,1.0
95,25,1.0
96,25,1.0
97,25,0.0
98,25,0.0
99,25,2.0
100,25,1.0
1,26,1.0
2,26,2.0
3,26,2.0
4,26,2.0
5,26,0.0
6,26,0.0
7,26,0.0
8,26,0.0
9,26,0.0
10,26,0.0
11,26,0.0
12,26,0.0
13,26,1.0
14,26,0.0
15,26,3.0
16,26,3.0
17,26,4.0
18,26,4.0
19,26,4.0
20,26,4.0
21,26,4.0
22,26,4.0
23,26,4.0
24,26,4.0
25,26,4.0
26,26,3.0
27,26,3.0
28,26,3.0
29,26,2.0
30,26,1.0
31,26,0.0
32,26,0.0
33,26,0.0
34,26,1.0
35,26,0.0
36,26,0.0
37,26,0.0
38,26,0.0
39,26,0.0
40,26,0.0
41,26,1.0
42,26,1.0
43,26,1.0
44,26,2.0
45,26,1.0
46,26,0.0
47,26,4.0
48,26,4.0
49,26,4.0
50,26,4.0
51,26,4.0
52,26,4.0
53,26,4.0
54,26,4.0
55,26,4.0
56,26,4.0
57,26,4.0
58,26,4.0
59,26,2.0
60,26,2.0
61,26,3.0
62,26,2.0
63,26,1.0
64,26,2.0
65,26,3.0
66,26,4.0
67,26,3.0
68,26,3.0
69,26,3.0
70,26,3.0
71,26,3.0
72,26,3.0
73,26,3.0
74,26,4.0
75,26,4.0
76,26,3.0
77,26,1.0
78,26,1.0
79,26,2.0
80,26,3.0
81,26,4.0
82,26,3.0
83,26,3.0
84,26,4.0
85,26,3.0
86,26,4.0
87,26,4.0
88,26,3.0
89,26,3.0
90,26,2.0
91,26,3.0
92,26,1.0
93,26,2.0
94,26,1.0
95,26,0.0
96,26,0.0
97,26,0.0
98,26,1.0
99,26,2.0
100,26,2.0
1,27,3.0
2,27,1.0
3,27,1.0
4,27,3.0
5,27,3.0
6,27,1.0
7,27,0.0
8,27,1.0
9,27,1.0
10,27,0.0
11,27,0.0
12,27,0.0
13,27,1.0
14,27,1.0
15,27,3.0
16,27,2.0
17,27,4.0
18,27,4.0
19,27,4.0
20,27,4.0
21,27,4.0
22,27,4.0
23,27,4.0
24,27,4.0
25,27,4.0
26,27,4.0
27,27,3.0
28,27,2.0
29,27,1.0
30,27,0.0
31,27,0.0
32,27,0.0
33,27,2.0
34,27,1.0
35,27,0.0
36,27,0.0
37,27,0.0
38,27,0.0
39,27,1.0
40,27,1.0
41,27,2.0
42,27,1.0
43,27,1.0
44,27,1.0
45,27,1.0
46,27,2.0
47,27,2.0
48,27,0.0
49,27,4.0
50,27,4.0
51,27,4.0
52,27,4.0
53,27,4.0
54,27,4.0
55,27,4.0
56,27,4.0
57,27,4.0
58,27,4.0
59,27,4.0
60,27,1.0
61,27,2.0
62,27,2.0
63,27,1.0
64,27,3.0
65,27,3.0
66,27,4.0
67,27,4.0
68,27,3.0
69,27,3.0
70,27,3.0
71,27,3.0
72,27,3.0
73,27,4.0
74,27,3.0
75,27,2.0
76,27,3.0
77,27,2.0
78,27,1.0
79,27,2.0
80,27,3.0
81,27,3.0
82,27,3.0
83,27,3.0
84,27,3.0
85,27,3.0
86,27,3.0
87,27,3.0
88,27,3.0
89,27,3.0
90,27,1.0
91,27,1.0
92,27,1.0
93,27,1.0
94,27,1.0
95,27,0.0
96,27,0.0
97,27,0.0
98,27,0.0
99,27,2.0
100,27,1.0
1,28,2.0
2,28,2.0
3,28,2.0
4,28,2.0
5,28,1.0
6,28,1.0
7,28,0.0
8,28,0.0
9,28,0.0
10,28,0.0
11,28,0.0
12,28,1.0
13,28,0.0
14,28,2.0
15,28,2.0
16,28,3.0
17,28,4.0
18,28,4.0
19,28,4.0
20,28,4.0
21,28,4.0
22,28,4.0
23,28,4.0
24,28,4.0
25,28,4.0
26,28,4.0
27,28,4.0
28,28,3.0
29,28,1.0
30,28,0.0
31,28,0.0
32,28,0.0
33,28,1.0
34,28,1.0
35,28,0.0
36,28,0.0
37,28,0.0
38,28,0.0
39,28,1.0
40,28,1.0
41,28,2.0
42,28,1.0
43,28,2.0
44,28,2.0
45,28,0.0
46,28,2.0
47,28,1.0
48,28,0.0
49,28,1.0
50,28,0.0
51,28,4.0
52,28,4.0
53,28,4.0
54,28,4.0
55,28,4.0
56,28,4.0
57,28,4.0
58,28,4.0
59,28,4.0
60,28,4.0
61,28,4.0
62,28,1.0
63,28,1.0
64,28,2.0
65,28,2.0
66,28,3.0
67,28,3.0
68,28,3.0
69,28,3.0
70,28,2.0
71,28,2.0
72,28,3.0
73,28,3.0
74,28,3.0
75,28,2.0
76,28,2.0
77,28,3.0
78,28,2.0
79,28,3.0
80,28,3.0
81,28,2.0
82,28,3.0
83,28,3.0
84,28,3.0
85,28,3.0
86,28,3.0
87,28,3.0
88,28,4.0
89,28,3.0
90,28,3.0
91,28,2.0
92,28,1.0
93,28,0.0
94,28,1.0
95,28,1.0
96,28,1.0
97,28,1.0
98,28,0.0
99,28,0.0
100,28,0.0
1,29,2.0
2,29,2.0
3,29,2.0
4,29,1.0
5,29,0.0
6,29,0.0
7,29,0.0
8,29,1.0
9,29,0.0
10,29,0.0
11,29,0.0
12,29,0.0
13,29,1.0
14,29,1.0
15,29,2.0
16,29,2.0
17,29,3.0
18,29,4.0
19,29,4.0
20,29,4.0
21,29,4.0
22,29,4.0
23,29,4.0
24,29,4.0
25,29,4.0
26,29,4.0
27,29,4.0
28,29,4.0
29,29,3.0
30,29,0.0
31,29,0.0
32,29,0.0
33,29,1.0
34,29,0.0
35,29,0.0
36,29,0.0
37,29,0.0
38,29,0.0
39,29,1.0
40,29,2.0
41,29,2.0
42,29,1.0
43,29,0.0
44,29,1.0
45,29,0.0
46,29,0.0
47,29,1.0
48,29,0.0
49,29,0.0
50,29,0.0
51,29,0.0
52,29,0.0
53,29,4.0
54,29,4.0
55,29,4.0
56,29,4.0
57,29,4.0
58,29,4.0
59,29,4.0
60,29,4.0
61,29,4.0
62,29,4.0
63,29,2.0
64,29,1.0
65,29,3.0
66,29,3.0
67,29,3.0
68,29,3.0
69,29,3.0
70,29,3.0
71,29,3.0
72,29,2.0
73,29,3.0
74,29,2.0
75,29,2.0
76,29,3.0
77,29,2.0
78,29,2.0
79,29,2.0
80,29,3.0
81,29,3.0
82,29,3.0
83,29,3.0
84,29,3.0
85,29,3.0
86,29,3.0
87,29,3.0
88,29,3.0
89,29,3.0
90,29,3.0
91,29,2.0
92,29,0.0
93,29,0.0
94,29,0.0
95,29,0.0
96,29,1.0
97,29,0.0
98,29,0.0
99,29,0.0
100,29,1.0
1,30,1.0
2,30,2.0
3,30,2.0
4,30,1.0
5,30,1.0
6,30,2.0
7,30,2.0
8,30,1.0
9,30,0.0
10,30,0.0
11,30,0.0
12,30,0.0
13,30,1.0
14,30,1.0
15,30,1.0
16,30,1.0
17,30,2.0
18,30,4.0
19,30,4.0
20,30,4.0
21,30,4.0
22,30,4.0
23,30,4.0
24,30,4.0
25,30,4.0
26,30,4.0
27,30,4.0
28,30,4.0
29,30,4.0
30,30,3.0
31,30,0.0
32,30,1.0
33,30,1.0
34,30,0.0
35,30,0.0
36,30,1.0
37,30,1.0
38,30,1.0
39,30,2.0
40,30,2.0
41,30,1.0
42,30,0.0
43,30,0.0
44,30,1.0
45,30,2.0
46,30,3.0
47,30,2.0
48,30,1.0
49,30,1.0
50,30,0.0
51,30,1.0
52,30,1.0
53,30,1.0
54,30,2.0
55,30,4.0
56,30,4.0
57,30,4.0
58,30,4.0
59,30,4.0
60,30,4.0
61,30,4.0
62,30,4.0
63,30,4.0
64,30,4.0
65,30,0.0
66,30,3.0
67,30,3.0
68,30,3.0
69,30,3.0
70,30,2.0
71,30,1.0
72,30,3.0
73,30,2.0
74,30,3.0
75,30,3.0
76,30,3.0
77,30,3.0
78,30,2.0
79,30,1.0
80,30,2.0
81,30,2.0
82,30,2.0
83,30,3.0
84,30,3.0
85,30,3.0
86,30,3.0
87,30,3.0
88,30,3.0
89,30,3.0
90,30,2.0
91,30,2.0
92,30,1.0
93,30,0.0
94,30,0.0
95,30,0.0
96,30,0.0
97,30,1.0
98,30,1.0
99,30,0.0
100,30,2.0
1,31,2.0
2,31,3.0
3,31,2.0
4,31,2.0
5,31,1.0
6,31,1.0
7,31,2.0
8,31,2.0
9,31,2.0
10,31,2.0
11,31,1.0
12,31,1.0
13,31,1.0
14,31,1.0
15,31,1.0
16,31,2.0
17,31,2.0
18,31,3.0
19,31,3.0
20,31,4.0
21,31,4.0
22,31,4.0
23,31,4.0
24,31,4.0
25,31,4.0
26,31,4.0
27,31,4.0
28,31,4.0
29,31,4.0
30,31,4.0
31,31,4.0
32,31,1.0
33,31,2.0
34,31,1.0
35,31,1.0
36,31,1.0
37,31,2.0
38,31,2.0
39,31,2.0
40,31,1.0
41,31,1.0
42,31,0.0
43,31,0.0
44,31,0.0
45,31,1.0
46,31,2.0
47,31,1.0
48,31,2.0
49,31,2.0
50,31,2.0
51,31,1.0
52,31,1.0
53,31,1.0
54,31,0.0
55,31,4.0
56,31,4.0
57,31,4.0
58,31,4.0
59,31,4.0
60,31,4.0
61,31,4.0
62,31,4.0
63,31,4.0
64,31,4.0
65,31,3.0
66,31,3.0
67,31,3.0
68,31,3.0
69,31,2.0
70,31,1.0
71,31,0.0
72,31,2.0
73,31,3.0
74,31,2.0
75,31,2.0
76,31,2.0
77,31,0.0
78,31,2.0
79,31,2.0
80,31,2.0
81,31,1.0
82,31,3.0
83,31,3.0
84,31,3.0
85,31,3.0
86,31,2.0
87,31,3.0
88,31,3.0
89,31,3.0
90,31,2.0
91,31,2.0
92,31,1.0
93,31,1.0
94,31,0.0
95,31,0.0
96,31,0.0
97,31,1.0
98,31,1.0
99,31,0.0
100,31,0.0
1,32,2.0
2,32,2.0
3,32,2.0
4,32,2.0
5,32,2.0
6,32,3.0
7,32,3.0
8,32,3.0
9,32,2.0
10,32,0.0
11,32,1.0
12,32,0.0
13,32,0.0
14,32,0.0
15,32,0.0
16,32,2.0
17,32,3.0
18,32,3.0
19,32,3.0
20,32,3.0
21,32,4.0
22,32,4.0
23,32,4.0
24,32,4.0
25,32,4.0
26,32,4.0
27,32,4.0
28,32,4.0
29,32,4.0
30,32,4.0
31,32,4.0
32,32,3.0
33,32,1.0
34,32,3.0
35,32,1.0
36,32,0.0
37,32,1.0
38,32,1.0
39,32,1.0
40,32,0.0
41,32,2.0
42,32,0.0
43,32,0.0
44,32,1.0
45,32,0.0
46,32,2.0
47,32,1.0
48,32,3.0
49,32,1.0
50,32,2.0
51,32,2.0
52,32,1.0
53,32,1.0
54,32,0.0
55,32,1.0
56,32,3.0
57,32,4.0
58,32,4.0
59,32,4.0
60,32,4.0
61,32,4.0
62,32,4.0
63,32,4.0
64,32,4.0
65,32,4.0
66,32,3.0
67,32,3.0
68,32,2.0
69,32,3.0
70,32,1.0
71,32,0.0
72,32,1.0
73,32,3.0
74,32,3.0
75,32,2.0
76,32,3.0
77,32,1.0
78,32,1.0
79,32,1.0
80,32,2.0
81,32,2.0
82,32,3.0
83,32,3.0
84,32,3.0
85,32,3.0
86,32,3.0
87,32,4.0
88,32,4.0
89,32,3.0
90,32,1.0
91,32,1.0
92,32,1.0
93,32,1.0
94,32,1.0
95,32,0.0
96,32,0.0
97,32,0.0
98,32,1.0
99,32,1.0
100,32,1.0
1,33,1.0
2,33,2.0
3,33,1.0
4,33,2.0
5,33,2.0
6,33,3.0
7,33,2.0
8,33,1.0
9,33,1.0
10,33,1.0
11,33,0.0
12,33,1.0
13,33,1.0
14,33,0.0
15,33,0.0
16,33,2.0
17,33,3.0
18,33,3.0
19,33,3.0
20,33,3.0
21,33,3.0
22,33,4.0
23,33,4.0
24,33,4.0
25,33,4.0
26,33,4.0
27,33,4.0
28,33,4.0
29,33,4.0
30,33,4.0
31,33,4.0
32,33,3.0
33,33,2.0
34,33,2.0
35,33,2.0
36,33,1.0
37,33,1.0
38,33,1.0
39,33,0.0
40,33,0.0
41,33,1.0
42,33,0.0
43,33,1.0
44,33,1.0
45,33,2.0
46,33,2.0
47,33,1.0
48,33,2.0
49,33,1.0
50,33,3.0
51,33,3.0
52,33,2.0
53,33,3.0
54,33,1.0
55,33,1.0
56,33,3.0
57,33,4.0
58,33,4.0
59,33,4.0
60,33,4.0
61,33,4.0
62,33,4.0
63,33,4.0
64,33,4.0
65,33,4.0
66,33,3.0
67,33,1.0
68,33,1.0
69,33,0.0
70,33,0.0
71,33,2.0
72,33,0.0
73,33,1.0
74,33,2.0
75,33,2.0
76,33,3.0
77,33,2.0
78,33,3.0
79,33,2.0
80,33,2.0
81,33,3.0
82,33,3.0
83,33,3.0
84,33,3.0
85,33,3.0
86,33,4.0
87,33,4.0
88,33,3.0
89,33,2.0
90,33,2.0
91,33,1.0
92,33,0.0
93,33,1.0
94,33,1.0
95,33,2.0
96,33,0.0
97,33,0.0
98,33,2.0
99,33,2.0
100,33,2.0
1,34,1.0
2,34,2.0
3,34,1.0
4,34,2.0
5,34,3.0
6,34,3.0
7,34,0.0
8,34,1.0
9,34,1.0
10,34,3.0
11,34,2.0
12,34,2.0
13,34,1.0
14,34,0.0
15,34,0.0
16,34,1.0
17,34,3.0
18,34,2.0
19,34,2.0
20,34,1.0
21,34,0.0
22,34,0.0
23,34,4.0
24,34,4.0
25,34,4.0
26,34,4.0
27,34,4.0
28,34,4.0
29,34,4.0
30,34,4.0
31,34,4.0
32,34,4.0
33,34,3.0
34,34,1.0
35,34,2.0
36,34,1.0
37,34,2.0
38,34,1.0
39,34,1.0
40,34,1.0
41,34,1.0
42,34,1.0
43,34,0.0
44,34,1.0
45,34,1.0
46,34,0.0
47,34,1.0
48,34,1.0
49,34,1.0
50,34,2.0
51,34,3.0
52,34,3.0
53,34,2.0
54,34,3.0
55,34,2.0
56,34,1.0
57,34,3.0
58,34,4.0
59,34,4.0
60,34,4.0
61,34,4.0
62,34,4.0
63,34,4.0
64,34,4.0
65,34,4.0
66,34,3.0
67,34,0.0
68,34,0.0
69,34,1.0
70,34,1.0
71,34,1.0
72,34,0.0
73,34,2.0
74,34,2.0
75,34,2.0
76,34,3.0
77,34,3.0
78,34,3.0
79,34,3.0
80,34,2.0
81,34,3.0
82,34,3.0
83,34,3.0
84,34,3.0
85,34,3.0
86,34,3.0
87,34,4.0
88,34,3.0
89,34,3.0
90,34,3.0
91,34,1.0
92,34,1.0
93,34,1.0
94,34,1.0
95,34,1.0
96,34,1.0
97,34,0.0
98,34,0.0
99,34,1.0
100,34,1.0
1,35,0.0
2,35,0.0
3,35,1.0
4,35,2.0
5,35,3.0
6,35,2.0
7,35,2.0
8,35,1.0
9,35,2.0
10,35,1.0
11,35,0.0
12,35,1.0
13,35,1.0
14,35,1.0
15,35,0.0
16,35,1.0
17,35,2.0
18,35,2.0
19,35,3.0
20,35,1.0
21,35,1.0
22,35,1.0
23,35,3.0
24,35,4.0
25,35,4.0
26,35,4.0
27,35,4.0
28,35,4.0
29,35,4.0
30,35,4.0
31,35,4.0
32,35,4.0
33,35,4.0
34,35,4.0
35,35,2.0
36,35,2.0
37,35,2.0
38,35,1.0
39,35,1.0
40,35,2.0
41,35,1.0
42,35,1.0
43,35,0.0
44,35,1.0
45,35,2.0
46,35,2.0
47,35,2.0
48,35,1.0
49,35,1.0
50,35,2.0
51,35,1.0
52,35,2.0
53,35,2.0
54,35,3.0
55,35,3.0
56,35,1.0
57,35,0.0
58,35,4.0
59,35,4.0
60,35,4.0
61,35,4.0
62,35,4.0
63,35,4.0
64,35,4.0
65,35,4.0
66,35,4.0
67,35,0.0
68,35,0.0
69,35,1.0
70,35,2.0
71,35,2.0
72,35,1.0
73,35,2.0
74,35,2.0
75,35,2.0
76,35,2.0
77,35,3.0
78,35,3.0
79,35,3.0
80,35,3.0
81,35,4.0
82,35,3.0
83,35,2.0
84,35,3.0
85,35,3.0
86,35,3.0
87,35,3.0
88,35,2.0
89,35,2.0
90,35,1.0
91,35,2.0
92,35,2.0
93,35,1.0
94,35,2.0
